T,TM,Tm,SLP,H,VV,V,VM
32.8,39,23.2,1004.7,36,3.2,11.1,22.2
31.7,39.4,23,1004.2,34,3.5,10.7,25.9
32.8,39,21.4,1004.9,30,3.7,10.7,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.8,38,19.2,1008,32,1.9,5.9,18.3
27.5,34.4,16.5,1010.8,28,2.7,10,20.6
27.3,33.6,19,1010.8,29,3.9,13.3,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.6,40,19.9,1006.3,27,2.9,5.6,11.1
32.4,40.5,20.7,1004.5,33,2.3,2.6,9.4
33,40.6,22,1002.1,29,3.2,8.5,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
34.9,43.2,28.9,999.7,45,2.7,9.1,21.7
33.5,40.2,28.5,1001.9,49,2.3,8.5,22.2
33.9,40,26.8,1001.9,31,3.2,11.1,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.6,38.2,22.5,1006.3,33,2.7,11.9,51.9
32.2,38.5,24,1004.8,37,2.9,13.3,39.6
32.1,39,24,1005.4,40,3.1,5.9,20.6
nan,nan,nan,nan,nan,nan,nan,nan
32.2,38.1,23.1,1007.2,35,3.7,5.7,13
32.3,39.6,22,1006.8,37,3.2,4.4,13
32.6,40,24.4,1006.6,35,2.3,7.4,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
36.6,44,25.3,1003.7,27,3.4,8,18.3
36.6,44.1,27.6,1002.7,30,2.6,3.5,9.4
35.6,42.8,28,1001.5,36,3.2,10.7,20.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
36,41.8,27.5,1002,35,2.7,6.7,18.3
37.2,43,27.8,999.8,28,3.1,6.7,14.8
37.9,44,28.1,998.3,24,3.2,10.2,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.3,40.2,27.4,1001.4,45,3.2,6.5,18.3
34,41.4,28.4,1000,38,3.4,5.4,22.2
31.2,39,24,1001.5,45,2.1,9.8,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
36.4,41.6,28.5,999.1,36,3.4,4.3,11.1
37.8,44,29,997.3,33,3.1,8.3,22.2
35.3,43.9,29.3,998,46,3.9,13.3,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.4,37,26,1000.2,69,2.9,9.4,20.6
32.9,37,24.9,1000.7,52,2.4,5,14.8
34.9,40,26,999.4,38,2.6,6.7,13
37.3,42.5,28.7,996.6,32,3.4,12.2,35.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.7,43,26,1003.5,51,3.2,14.3,37
30.3,37.2,25,1002.1,62,3.5,8.9,18.3
32.9,37,26.4,1000.6,53,2.7,4.8,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
36.6,42,28.1,997.5,33,3.5,13.3,29.4
36.1,42,29,1000.4,37,2.9,12.8,43.2
34.7,41.6,28.6,998.9,39,3.1,11.3,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.2,37,24,998,72,3.2,10.2,27.8
27.6,37.4,23.2,998.3,79,2.6,5.6,14.8
27.7,32.2,23.7,999,85,2.4,6.7,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.7,39,30,997.7,58,3.1,6.7,13
35.2,39.4,30.4,998.9,62,3.4,7.6,18.3
35.6,39,30.5,998.5,59,3.4,9.4,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.3,34.5,25.4,995.6,84,2.4,3.3,9.4
28.1,35.1,26,996.9,91,1.9,6.5,14.8
32,37,26.7,996.5,75,2.3,3.7,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.3,35.8,25.2,1000.4,74,2.7,3.9,11.1
31.9,36.5,28.2,999.1,72,2.4,6.3,13
34.4,37.6,29.6,998.6,58,2.9,7.4,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.1,35,27,999.4,69,3.2,7.8,14.8
33.2,36.5,28.4,999.6,64,3.7,9.6,18.3
31.6,36.4,28.4,1000.2,76,3.2,6.1,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
34.1,38,28,997.6,64,2.7,5,18.3
29.2,38.4,25,998,84,2.3,6.9,18.3
32.5,36,28,997.5,70,3.1,10,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.6,33.4,26.6,997.3,84,2.4,9.3,16.5
31.6,35,26.4,999.1,74,3.2,8.9,13
32.2,35,28.6,1000.7,69,3.7,9.3,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.3,34.1,27,1001.1,89,2.1,4.6,18.3
28.8,32,26.8,1001.6,84,2.3,9.6,18.3
29.8,32,27,1000.2,78,2.7,10.2,14.8
31.2,35,27.3,997.2,69,2.9,18.7,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.8,36.1,26,1001.8,84,2.3,3.5,11.1
31.7,36,26.5,1001.5,77,2.7,4.8,13
29.2,35.6,27,999.3,87,1.6,3.5,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.3,35,27.3,1001.2,68,2.9,13.1,22.2
31.6,36,27.4,1003.3,63,3.7,7.2,14.8
32.4,37,28.5,-,62,3.4,10.7,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
27.9,37.8,26,1003.2,92,1.6,6.1,14.8
32,36,26.5,1001.8,70,3.1,9.6,28.7
32.1,36,28.3,1001.3,72,3.2,8.5,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.1,35,27.2,999.9,76,2.4,3.9,11.1
29.1,35.3,25.2,1000.4,84,2.4,4.3,22.2
31,36,24.8,1000,71,3.2,3.7,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.2,35.5,25.6,1003.7,89,1.6,6.1,20.6
28.7,33,25.5,1002.6,81,2.3,9.4,22.2
28.2,32.6,26,1002.8,78,2.7,9.8,22.2
30.7,35,25.2,1003.9,70,3.4,8.1,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.9,36.1,24.2,1005.5,76,2.9,6.7,13
31.2,35,26.5,1005.5,67,2.7,5.7,13
31.6,35.1,26.8,1003.9,65,3.1,6.7,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.2,36.2,27,1006.2,63,2.9,4.6,11.1
32.1,36.6,27.5,1005.6,67,2.4,3,7.6
32.7,36.1,27,1005.1,53,2.9,6.7,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.6,36,25.6,1002.8,59,2.6,1.1,7.6
31.6,37,25,1002.9,57,2.7,3,11.1
30.7,36.9,24.8,1002.7,69,2.9,6.9,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.2,35,23.8,1004.5,67,3.1,8.9,14.8
30.4,35.1,25,1005.7,66,3.4,5.7,18.3
30.8,36,23.8,1005.9,58,3.1,2.6,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.8,36,22,1005.9,55,3.4,5.7,22.2
29.9,36.4,21.9,1006,47,3.9,8,24.1
30.5,36.4,21.3,1007.9,53,3.7,7.2,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.6,36,21.6,1007.6,54,2.9,6.1,18.3
28.8,35.8,22.4,1006.9,63,2.6,3.9,11.1
29.6,36,22.5,1007.6,58,2.7,2.4,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29,35,21.6,1004.5,57,2.6,4.4,14.8
28.8,36.4,21.5,1004.4,56,2.6,2.4,13
28.2,36.5,19.2,1005.1,54,2.7,3.5,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.5,36,19.4,1008.8,58,2.4,0.6,9.4
27.8,36.3,20.5,1007.5,62,1.3,2,13
25.9,35.3,18.4,1005.6,61,1.6,3.1,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.8,33,17,1013.7,63,1.6,2.6,7.6
23.8,33.1,16.1,1014,67,1.9,0.7,5.4
23.8,33.2,17.3,1012.8,69,1.8,0.7,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
22.6,30,16.4,1013.3,77,1.1,0,-
23.5,31.4,17.6,1014,72,1.6,1.7,9.4
23.3,32,19.4,1012.9,79,1.3,2.6,9.4
22.7,30.3,17.5,1013.5,78,1.1,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
21.1,30,16,1014.4,73,0.6,1.9,11.1
19.7,30.2,14,1014,82,0.3,0.4,3.5
20.1,30.4,13.8,1013.2,71,0.5,0.9,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
19.3,28.5,12.4,1010.9,74,0.6,0.4,3.5
20.1,28.5,14.6,1011.2,73,0.8,1.9,7.6
18.8,27.7,13.2,1012.4,76,1.1,0.6,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
18.1,24.3,13.5,1016.5,60,1.8,5.6,14.8
15.9,24.5,9.4,1017.3,58,1.4,3.9,11.1
16,24.4,10.2,1015.1,59,1.8,5.2,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
16.9,26.5,8.6,1016,57,1.9,3.5,9.4
16.9,27.5,8.6,1016.7,63,1.6,1.1,9.4
16.3,27.5,9,1013.9,63,1.9,5,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.7,27.1,8.2,1015.7,66,1.6,1.7,13
15.2,26,7.4,1017,65,1.6,0,-
15.1,26.4,8,1016.6,72,1.3,0.7,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.4,25,12,1015.7,47,1.9,6.1,22.2
16.6,25.2,9.4,1015.4,52,1.9,6.7,22.2
16.1,26.6,0.7,1015.3,60,1.9,1.7,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.7,21.7,12,1018.2,85,1,3.3,7.6
13.6,21.3,9.6,1020.1,83,0.8,4.8,11.1
12.7,19.5,8,1021,78,1,6.1,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.2,25.6,9.6,1019.9,70,1.4,4.4,9.4
16.4,23.7,9.6,1020.6,82,0.5,2.8,9.4
17.4,25,12,1020.8,76,0.8,1.3,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.5,25.1,7,1017.8,79,1,3.9,13
14.4,23.2,7.1,1017.7,74,1.3,2,7.6
15.1,25,7.6,1017.1,71,1.3,3.5,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
12.2,23.9,5.7,1014.5,88,0.3,0.7,5.4
11.8,20.1,8.4,1015.3,89,0.3,2.8,9.4
11.3,18.2,6.7,1015.6,85,0.6,3.5,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.2,20.8,6.4,1015.2,69,1.4,8.5,14.8
12.1,20.7,5,1017.6,72,1.4,3.9,11.1
12.2,21.7,4.2,1019.1,75,1.4,5.7,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.6,23.7,5.5,1016.1,68,1.4,4.4,18.3
14,23.7,5.7,1016.2,69,2.3,4.8,14.8
14.7,25,6.4,1015.6,70,1.4,9.4,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.8,24.2,9.5,1016,79,1,4.6,11.1
14.2,24.9,8,1014.9,75,0.6,5,13
13.9,25.2,5,1014.7,70,1.9,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
12.5,18.9,8.8,1013.4,90,0.6,8.3,16.5
12.1,18.4,7,1014.1,89,0.5,4.4,9.4
13,20.2,8,1014.4,79,0.6,4.3,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.2,26.9,9.9,1014.3,69,1.4,13,25.9
18.7,27.2,11,1013.9,69,1.4,3,13
17.7,27.8,10.5,1012.7,69,1.6,3.7,14.8
16,26.5,9.3,1015.4,57,1.4,4.4,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15,23.6,8.5,1014.6,55,1.4,7.4,22.2
13.9,24.1,5.5,1013.8,61,1.6,1.7,9.4
14.6,24,6.1,1014.4,59,1.3,2.2,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
16.4,23.4,9,1022.5,75,1.6,5.2,14.8
16.4,23.5,10.2,1021.6,63,1.8,11.1,25.9
17.5,23.4,11.6,1019.6,66,2.4,9.8,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
18.1,26.6,10,1013.9,60,1.6,3.3,18.3
19,28.2,10.1,1012.9,62,2.1,4.4,14.8
21.5,31.2,12.5,1010.5,59,1.8,1.5,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
22.5,31.6,17,1015.4,65,1.9,7.4,16.5
21.1,29.4,14.5,1012.8,64,2.6,11.3,25.9
22.3,29.8,15.4,1012.6,65,1.9,6.3,24.1
nan,nan,nan,nan,nan,nan,nan,nan
21.7,30.7,14.9,1010.8,62,1.6,1.7,7.6
22.9,31,15.5,1009,58,2.3,3.9,14.8
24.1,32.3,16.6,1006.9,53,2.1,2,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
21.8,29.4,14.7,1012.3,53,2.6,7.6,22.2
22.6,31.6,13.3,1013.2,57,2.3,3.1,14.8
23.4,32.2,14.8,1013.1,52,1.8,3.5,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
25.9,35.6,17.1,1008.9,45,2.3,2.8,11.1
24.8,36.2,17,1007.1,47,2.7,1.9,9.4
25,34.1,17.2,1007.8,51,2.6,11.3,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
24.6,34.4,15,1012.9,44,2.3,4.4,14.8
26.1,35,16.5,1009.2,45,2.6,2.2,5.4
26.1,35,21,1007.8,53,2.6,5.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
25.7,32.3,18.5,1013.6,49,1.9,8.7,22.2
26.3,33.6,19.5,1011,44,2.6,9.1,22.2
27.1,36.8,17.3,1007.9,38,3.2,4.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
26.9,36.2,20,1007.6,51,2.9,9.1,14.8
27.8,34.8,20,1008.6,52,2.7,6.1,11.1
27.6,36.2,20.8,1009,53,2.6,4.8,11.1
29.4,38.2,21.4,1007.2,49,2.6,2.6,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
27.9,36.6,19,1008.3,57,2.7,5.9,9.4
29.4,35.6,23,1008.8,51,2.3,9.1,18.3
25.2,36.3,20.2,1010.1,67,2.9,6.7,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
25.8,34.4,18.2,1008.3,38,2.3,3,14.8
28.1,36,18.2,1006.8,36,3.1,4.6,14.8
30.1,38,20.5,1006,39,2.7,3.1,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.1,39,23,1003,32,2.6,5,22.2
32.7,39.4,24,1002.6,26,1.9,12.4,33.5
29.2,39.5,24,1007.9,31,2.6,9.1,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.7,41.4,20.8,1002.3,26,2.6,5.6,18.3
33.2,41.6,25.5,1001.5,31,1.9,4.8,13
32.4,42,26.4,1004.7,48,3.1,7,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.7,40,26.5,1003.4,52,2.7,10,14.8
28.8,37.6,20.2,1004.7,59,1.6,13.7,31.3
29.6,34.2,25,1005.8,52,1.9,10,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.2,38,24,1003.2,40,1.9,11.7,37
29.1,39.6,24.6,1004.3,43,1.8,7.4,22.2
28.3,35.2,22.4,1006.1,57,1.9,3.3,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.9,42.2,24.4,1003.5,56,1.8,12,31.3
30.2,35.6,24,1004.6,53,2.6,6.7,9.4
32.2,37.4,26.4,1002.2,54,2.7,5.2,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33.1,41.2,26.4,1001.7,40,1.9,4.4,14.8
33.2,41.4,27,1002.8,33,2.6,3.1,14.8
34.1,41.2,25.5,1002.9,26,2.7,5.9,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
34.5,43,23.8,1000.1,25,2.7,6.5,22.2
34.5,44,24.5,998.9,27,1.9,4.4,18.3
36.1,45,26.3,998.1,24,2.7,8.7,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.9,42,29.4,999.7,46,2.7,7,14.8
34.6,42.1,28.4,1000.7,50,2.6,12.8,33.5
32.3,42,26.6,1001.6,53,2.7,12,18.3
34,39.2,27.7,998.6,56,2.6,9.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.8,40.8,29.2,997,53,1.9,6.5,11.1
35.2,41.4,32,994.3,55,1.9,11.3,18.3
30.3,40.5,25.6,995.1,75,1.4,11.5,33.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
37.8,41.7,34,990.4,41,1.6,19.4,33.5
36.8,41.2,33,992.5,41,1.6,16.9,25.9
36.7,40.5,33.4,994.7,43,1.9,17.4,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
34.2,39.4,26.5,998.2,49,2.6,5.9,16.5
35.2,40.2,29.8,998.9,55,2.6,1.9,5.4
36.2,41.9,30.9,998.2,50,1.9,3.5,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
36.6,42.2,32.6,993.8,42,2.1,11.3,31.7
32.4,42.7,30.7,995.5,59,1.9,5.4,11.1
30.3,37.5,26.2,997.8,76,1.9,10.2,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.6,36.2,29,997.2,68,1.9,11.9,22.2
31.2,37.4,24.4,995.6,66,2.9,12,24.1
32.1,37.8,23.6,995.7,70,2.3,6.3,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33.7,37.8,28.2,997,59,1.9,3.1,14.8
35.2,39.4,28.5,995.6,55,3.1,3.3,7.6
33.4,40.1,30.8,996.1,71,1.9,9.4,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.3,37.8,26.2,996.9,85,1.9,3.7,9.4
30.3,34.2,25.4,996.2,82,1.9,3.7,11.1
31.8,35.2,27.6,996.2,77,1.9,5.6,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.8,37.3,28.8,996.9,73,2.6,5.2,11.1
29.2,37.8,26,996.8,87,1.9,1.9,5.4
29.2,33.4,27,997.3,89,1.9,2.8,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.5,36.7,28,997.3,84,1.9,3.9,9.4
26.9,32.2,25.8,997.6,95,1.9,6.5,11.1
26.7,28.7,25.2,996.7,95,1.9,3.1,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30,34.5,27.2,997,76,1.9,8.3,14.8
31.5,35,26,997,71,2.7,5,14.8
32.1,35.6,28.2,998.3,67,2.3,13,22.2
31.5,35.8,28.2,998.6,68,2.3,11.7,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.2,31.8,26.4,999.2,89,1.9,2.6,7.6
30.4,33.4,26.5,999.9,83,1.9,4.6,9.4
32,35.4,27.6,1001.8,73,2.3,4.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.4,33.2,27.6,997.1,78,1.9,1.7,7.6
30.8,34.4,27.4,997.6,80,2.3,4.3,9.4
31.1,35.3,28.4,999.9,73,2.6,5.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.5,36.3,26.6,998.4,91,1.9,0,-
30,33.6,25.9,999.8,83,1.9,4.3,9.4
31.7,36.4,26.2,999.2,73,1.9,4.6,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.3,34.4,27,998.5,73,2.6,11.3,24.1
31,34.2,27,998,73,3.2,7.8,24.1
29.6,34.9,26.5,999.8,83,2.6,2.6,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.9,35.1,28,1000,76,2.3,4.8,11.1
27.1,34,23.5,1002.6,93,1.8,4.8,16.5
26.7,29.4,25,1002.3,92,1.9,4.6,11.1
26.7,29,25.6,1002.4,95,1.6,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.3,34.6,24.6,1003.2,86,2.1,1.7,9.4
28.7,34.1,25.5,1003.5,83,2.6,9.3,22.2
28.6,33.6,25,1005.2,80,3.1,8.1,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
